date;senders;receivers
1949-07-22;"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)";Strickrodt, Georg (1902-1989)
1949-03-10;"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)";"Teusch, Christine (1888-1968); Nordrhein-Westfalen. Kultusministerium"
1949-12-07;"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)";Unsöld, Albrecht (1905-1995)
1949-12-05;"Unsöld, Albrecht (1905-1995); Institut für Theoretische Physik und Sternwarte (1946-)";Heisenberg, Werner (1901-1976)
1949-08-22;"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)";"Unsöld, Albrecht (1905-1995); Institut für Theoretische Physik und Sternwarte (1946-)"
1949-08-03;"Unsöld, Albrecht (1905-1995); Institut für Theoretische Physik und Sternwarte (1946-)";Heisenberg, Werner (1901-1976)
1949-06-29;"Unsöld, Albrecht (1905-1995); Institut für Theoretische Physik und Sternwarte (1946-)";Heisenberg, Werner (1901-1976)
1949-05-30;"Unsöld, Albrecht (1905-1995); Institut für Theoretische Physik und Sternwarte (1946-)";Heisenberg, Werner (1901-1976)
1949-05-16;"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)";"Unsöld, Albrecht (1905-1995); Institut für Theoretische Physik und Sternwarte (1946-)"
1949-02-21;"Hügel, Käte; Max-Planck-Institut für Physik. Direktion. Sekretariat";Unsöld, Albrecht (1905-1995)
1949-02-15;"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)";"Unsöld, Albrecht (1905-1995); Institut für Theoretische Physik und Sternwarte (1946-)"
1949-01-26;"Unsöld, Albrecht (1905-1995); Institut für Theoretische Physik und Sternwarte (1946-)";Heisenberg, Werner (1901-1976)
1949-01-24;"Unsöld, Albrecht (1905-1995); Institut für Theoretische Physik und Sternwarte (1946-)";Heisenberg, Werner (1901-1976)
1949-01-24;"Hinsch, Walther; Deutschland (Gebiet unter Alliierter Besatzung, Vereinigtes Wirtschaftsgebiet). Verwaltung für Wirtschaft";"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)"
1949-03-23;"Josten, Paul (1883-); Deutschland (Gebiet unter Alliierter Besatzung, Vereinigtes Wirtschaftsgebiet). Verwaltung für Wirtschaft";"Heisenberg, Werner (1901-1976) [vermutlich]; Deutscher Forschungsrat (1949-1951)"
1949-06-17;Weickmann, Ludwig (1882-1961);"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1949-05-11;Weizsäcker, Carl Friedrich von (1912-2007);Heisenberg, Werner (1901-1976)
1949-10-05;Heisenberg, Werner (1901-1976);Weizsäcker, Viktor von (1886-)
1949-09-28;Weizsäcker, Viktor von (1886-);Heisenberg, Werner (1901-1976)
1949-05-23;Heisenberg, Werner (1901-1976);"Tageszeitung ""Die Welt"""
1949-12-27;Wende, Erich (1884-1966);Heisenberg, Werner (1901-1976)
1949-05-10;Heisenberg, Werner (1901-1976);Westphal, Otto (1913-2004) [vermutlich]
1949-03-15;Thierfelder, Franz;Heisenberg, Werner (1901-1976)
1949-05-25;Heisenberg, Werner (1901-1976);Wiesbadener Kurier
1949-03-22;"Wildermuth, Karl (1921-2005); Württemberg-Hohenzollern. Wirtschaftsministerium";"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)"
1949-03-23;"Wohleb, Leo (1888-1955); Baden / Staatspräsident";"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)"
1949-04-13;Württemberg-Hohenzollern. Wirtschaftsministerium;"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)"
1949-03-14;"Rösser, Ernst (1903-1989); Julius-Maximilians-Universität Würzburg (1803-1806)";"Heisenberg, Werner (1901-1976); Deutscher Forschungsrat (1949-1951)"
1949-02-21;"Weizsäcker, Viktor von (1886-) [vermutlich]; Heidelberger Akademie der Wissenschaften (1909-)";Heisenberg, Werner (1901-1976)
1949-02-17;"Weizsäcker, Viktor von (1886-) [vermutlich]; Heidelberger Akademie der Wissenschaften (1909-)";Heisenberg, Werner (1901-1976)
1950-07-27;Rheinfelder, Hans (1898-1971);Heisenberg, Werner (1901-1976)
1950-12-22;"Eickemeyer, Hellmut (1902-); Deutscher Forschungsrat (1949-1951)";Heisenberg, Werner (1901-1976)
1947-12-09;Association of Scientists for Atomic Education;Heisenberg, Werner (1901-1976)
1949-03-05;University of Aberdeen;Heisenberg, Werner (1901-1976)
1950-10-19;Heisenberg, Werner (1901-1976);Joliot-Curie, Frédéric (1900-1958)
1950-05-01;"Joliot-Curie, Frédéric (1900-1958); Comité du Congrès Mondial des Partisans de la Paix";Heisenberg, Werner (1901-1976)
1946-08-30;Bohr, Niels (1885-1962);Heisenberg, Werner (1901-1976)
1947-03-04;Ewald, Ludwig Anton (1871-1958);Heisenberg, Werner (1901-1976)
1947-05-12;Ewald, Ludwig Anton (1871-1958);Heisenberg, Werner (1901-1976)
1947-08-15;Ewald, Ludwig Anton (1871-1958);Heisenberg, Werner (1901-1976)
1947-11-06;Ewald, Ludwig Anton (1871-1958);Heisenberg, Werner (1901-1976)
1948-06-10;Seiler, Emil;Heisenberg, Elisabeth (1914-1998)
1947-06-08;Unbekannt;Unbekannt
1946-02-17;"Sommerfeld, Arnold (1868-1951); Institut für Theoretische Physik (München)";Heisenberg, Werner (1901-1976)
1950-06-19;Heisenberg, Werner (1901-1976);Unbekannt
1950-12-18;Knie, Wilhelm;Heisenberg, Werner (1901-1976)
1950-07-19;Knie, Wilhelm;Heisenberg, Werner (1901-1976)
1948-10-18;Heisenberg, Werner (1901-1976);Knie, Wilhelm
1947-07-15;Knie, Wilhelm;Heisenberg, Werner (1901-1976)
1947-04-29;Knie, Wilhelm;Heisenberg, Werner (1901-1976)
1947-05-29;Heisenberg, Werner (1901-1976);Knie, Wilhelm
1947-07-29;Heisenberg, Werner (1901-1976);"Klein, Oskar (1894-1977); Stockholms högskola (-1960)"
1950-07-28;"Kline, J. R.; International Congress of Mathematicians";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1950-07-14;"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)";"Kline, J. R.; International Congress of Mathematicians"
1950-06-16;"Kline, J. R.; International Congress of Mathematicians";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1950-04-15;Heisenberg, Werner (1901-1976);"Kline, J. R.; International Congress of Mathematicians"
1950-04-04;"Kline, J. R.; International Congress of Mathematicians";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1950-02-23;"Kline, J. R.; International Congress of Mathematicians";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1950-01-17;"Kline, J. R.; International Congress of Mathematicians";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1949-11-02;"Kohlrausch, Karl W. F. (1884-1953); Technische Hochschule Graz (-1934)";Heisenberg, Werner (1901-1976)
1950-07-04;Korur, Nuri Refet;Heisenberg, Werner (1901-1976)
1950-06-06;Korur, Nuri Refet;Heisenberg, Werner (1901-1976)
1946-12-24;Kothari, Daulat Singh (1906-1993);"Heisenberg, Werner (1901-1976); Georg-August-Universität Göttingen (1737-)"
1950-04-05;Heisenberg, Werner (1901-1976);Kranz, Walther (1884-1960)
1950-03-26;Kranz, Walther (1884-1960);Heisenberg, Werner (1901-1976)
1949-06-08;Kratzer, Adolf (1893-1983) [vermutlich];Heisenberg, Werner (1901-1976)
1950-07-10;Massachusetts Institute of Technology (1861-);"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1950-10-04;"Ladenburg, Rudolf (1882-1952); New York University. Institute for Mathematics and Mechanics (1946-1953)";Heisenberg, Werner (1901-1976)
1948-06-14;"Laporte, Otto; University of Michigan. Aeronautical Research Center";Heisenberg, Werner (1901-1976)
1948-06-24;Heisenberg, Werner (1901-1976);Laporte, Otto
1948-03-16;"Laporte, Otto; University of Michigan. The Harrison M. Randall Laboratory of Physics";Heisenberg, Werner (1901-1976)
1947-04-15;Heisenberg, Werner (1901-1976);"Lark-Horovitz, Karl (1892-1958); Purdue University. Department of Physics"
1947-02-28;"Lark-Horovitz, Karl (1892-1958); Purdue University. Department of Physics";Heisenberg, Werner (1901-1976)
1948-10-01;"Lawrence, Ernest Orlando (1901-1958); Lawrence Radiation Laboratory (1936-1958)";Heisenberg, Werner (1901-1976)
1948-09-12;Heisenberg, Werner (1901-1976);"Lawrence, Ernest Orlando (1901-1958); Lawrence Radiation Laboratory (1936-1958)"
1950-10-19;Heisenberg, Werner (1901-1976);Lawson, A. W.
1950-09-25;"Lawson, A. W.; University of Chicago. Department of Physics";Heisenberg, Werner (1901-1976)
1950-09-06;"Lawson, A. W.; University of Chicago. Department of Physics";"Heisenberg, Werner (1901-1976); Slater, John C. (1900-1976)"
1950-09-06;Lazak, Dieter (1936-2009);Heisenberg, Werner (1901-1976)
1949-05-30;"Ledoux, Paul; Institut d'Astrophysique (Lüttich)";Heisenberg, Werner (1901-1976)
1950-07-04;Heisenberg, Werner (1901-1976);Lennard-Jones, John (1894-1954)
1950-06-27;"Lennard-Jones, John (1894-1954); University of Cambridge. Chemical Laboratory";Heisenberg, Werner (1901-1976)
1948-10-06;"Lennard-Jones, John (1894-1954); University of Cambridge. Chemical Laboratory";Heisenberg, Werner (1901-1976)
1948-10-02;Heisenberg, Werner (1901-1976);Lennard-Jones, John (1894-1954)
1948-09-21;"Lennard-Jones, John (1894-1954); University of Cambridge. Chemical Laboratory";Heisenberg, Werner (1901-1976)
1947-07-18;Heisenberg, Werner (1901-1976);Lewin, Max [vermutlich]
1948-08-04;Heisenberg, Werner (1901-1976);Leyden, Rolf van
1949-09-23;McColgan, Kathrine;Heisenberg, Werner (1901-1976)
1947-10-15;Heisenberg, Werner (1901-1976);"Lindhard, Jens (1922-1997); Eidgenössische Technische Hochschule Zürich. Physikalisches Institut"
1947-09-27;"Lindhard, Jens (1922-1997); Jost, Res (1918-1990); Københavns Universitet. Institut for Teoretisk Fysik (1921-1974)";Heisenberg, Werner (1901-1976)
1950-10-19;Heisenberg, Werner (1901-1976);Lindsay, Robert Bruce
1950-10-10;"Lindsay, Robert Bruce; Brown University (1804-)";Heisenberg, Werner (1901-1976)
1950-09-25;"Lindsay, Robert Bruce; Brown University (1804-)";Heisenberg, Werner (1901-1976)
1950-09-11;"Lindsay, Robert Bruce; Brown University (1804-)";Heisenberg, Werner (1901-1976)
1950;"Lopes, José Leite (1918-2006); Centro Brasileiro de Pesquisas Físicas (1949-)";Heisenberg, Werner (1901-1976)
1946-12-04;"Heisenberg, Werner (1901-1976); Kaiser-Wilhelm-Institut für Physikalische Forschung (1917-1945)";Lorenz, Friedrich [vermutlich]
1950-04-21;"Hügel, Käte; Max-Planck-Institut für Physik. Direktion. Sekretariat";Lowell, Sherman C.
1950-03-21;Lowell, Sherman C.;Heisenberg, Werner (1901-1976)
1948-10-01;Lucas, Robert (1904-1984);Heisenberg, Werner (1901-1976)
1949-09-14;Max-Planck-Institut für Physik (1946-1958);Ludewig, Detlev (1909-)
1949-09-14;Max-Planck-Institut für Physik (1946-1958);Ludewig, Detlev (1909-)
1948-09-06;Ludewig, Detlev (1909-);Heisenberg, Werner (1901-1976)
1948-09-06;Ludewig, Detlev (1909-);Planck, Marga (1882-1949)
1948-09-14;Ludewig, Detlev (1909-);Heisenberg, Werner (1901-1976)
1948-09-09;Ludewig, Detlev (1909-);Heisenberg, Werner (1901-1976)
1948-09-11;Ludewig, Detlev (1909-);Heisenberg, Werner (1901-1976)
1948-11-06;Ludewig, Detlev (1909-);Heisenberg, Werner (1901-1976)
1948-11-22;Ludewig, Detlev (1909-);Heisenberg, Werner (1901-1976)
1949-02-24;Ludicke, Harold;Heisenberg, Werner (1901-1976)
1947-08-10;Luttinger, Joaquin Mazdak (1923-1997);Heisenberg, Werner (1901-1976)
1947-10-02;"Luttinger, Joaquin Mazdak (1923-1997); Eidgenössische Technische Hochschule Zürich (1911-)";Heisenberg, Werner (1901-1976)
1949-01-25;"Fleissner, Else M.; Wells College";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1949-01-13;Heisenberg, Werner (1901-1976);"Fleissner, Else M.; Wells College"
1949-01-03;"Fleissner, Else M.; Wells College";"Heisenberg, Werner (1901-1976); Georg-August-Universität Göttingen (1737-)"
1949-08-23;International Union of Pure and Applied Physics (1922-);"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1950-12-18;Heisenberg, Werner (1901-1976);Ferreira, Paulo Leal (1925-2005)
1950-11-29;Ferreira, Paulo Leal (1925-2005);"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1950-07-30;Ferreira, Paulo Leal (1925-2005);Heisenberg, Werner (1901-1976)
1950-06-28;Ferreira, Paulo Leal (1925-2005);Heisenberg, Werner (1901-1976)
1950-07-19;Heisenberg, Werner (1901-1976);Ferreira, Paulo Leal (1925-2005)
1950-08-18;"Giese, Annemarie; Max-Planck-Institut für Physik. Direktion. Sekretariat";Ferreira, Paulo Leal (1925-2005)
1949-12-21;"Forbush, Scott E.; Carnegie Institution of Washington (1902-2006)";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1949-11-28;Heisenberg, Werner (1901-1976);"Forbush, Scott E.; Carnegie Institution of Washington (1902-2006)"
1949-11-16;"Forbush, Scott E.; Carnegie Institution of Washington (1902-2006)";Bartels, Julius (1899-1964)
1950-05-03;Heisenberg, Werner (1901-1976);"Fowler, P. H.; University of Bristol (1909-)"
1950-01-20;Heisenberg, Werner (1901-1976);A. Francke Verlag (Schweiz) (1902-1991)
1950-10-04;Johns Hopkins University (1876-);"Heisenberg, Werner (1901-1976); New York University (1894-)"
1950-05-22;"Engelmann, Bernt; Bund der Verfolgten des Naziregimes";Max-Planck-Institut für Physik (1946-1958)
1950-06-27;"Friedländer, Paul (1882-1968); University of California";Heisenberg, Werner (1901-1976)
1950-05-06;Heisenberg, Werner (1901-1976);"Friedländer, Paul (1882-1968); University of California"
1950-04-09;"Friedländer, Paul (1882-1968); University of California";Heisenberg, Werner (1901-1976)
1950-12-05;"Fried, Burton D. (1925-2002); University of Chicago (1857-)";"Heisenberg, Werner (1901-1976); Kaiser-Wilhelm-Institut für Physikalische Forschung (1917-1945)"
1950-03-16;"Friedrich, Carl J. (1901-1984); Harvard University (1780-)";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1950-02-21;Heisenberg, Werner (1901-1976);"Friedrich, Carl J. (1901-1984); Harvard University (1780-)"
1948-04-05;Heisenberg, Werner (1901-1976);Boston University (1869-)
1947-12-11;Heisenberg, Werner (1901-1976);"Frye, Royal M.; Boston University (1869-)"
1947-10-09;"Frye, Royal M.; Boston University (1869-)";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1949-11-15;Tōkyō Daigaku (1877-1886);Heisenberg, Werner (1901-1976)
1945-03-05;"Fischer, Erich (1910-1969); Kaiser-Wilhelm-Institut für Physikalische Forschung (1917-1945)";"Bewilogua, Ludwig (1906-1983); Kaiser-Wilhelm-Institut für Physikalische Forschung (1917-1945)"
1946-09-06;"Fischer, Erich (1910-1969); Kaiser-Wilhelm-Institut für Physikalische Forschung (1917-1945)";Heisenberg, Werner (1901-1976) [vermutlich]
1947-01-04;"Fischer, Erich (1910-1969); Kaiser-Wilhelm-Institut für Physikalische Forschung (1917-1945)";Heisenberg, Werner (1901-1976)
1947-01-17;Heisenberg, Werner (1901-1976);"Fischer, Erich (1910-1969); Kaiser-Wilhelm-Institut für Physikalische Forschung (1917-1945)"
1947-11-20;"Fischer, Erich (1910-1969); Kaiser-Wilhelm-Institut für Physikalische Forschung (1917-1945)";Heisenberg, Werner (1901-1976)
1947-12-11;Heisenberg, Werner (1901-1976);Fischer, Erich (1910-1969)
1948-01-03;Fischer, Erich (1910-1969);"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1949-07-14;"Fischer, Erich (1910-1969); Kaiser-Wilhelm-Institut für Physikalische Forschung (1917-1945)";Heisenberg, Werner (1901-1976)
1949-11-07;"Fischer, Erich (1910-1969); Kaiser-Wilhelm-Institut für Physikalische Forschung (1917-1945)";"Hahn, Otto (1879-1968); Heisenberg, Werner (1901-1976); Max-Planck-Gesellschaft zur Förderung der Wissenschaften (1948-)"
1949-11-07;"Fischer, Erich (1910-1969); Kaiser-Wilhelm-Institut für Physikalische Forschung (1917-1945)";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1950-01-10;"Fischer, Erich (1910-1969); Kaiser-Wilhelm-Institut für Physikalische Forschung (1917-1945)";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1950-01-13;Heisenberg, Werner (1901-1976);Fischer, Erich (1910-1969)
1950-01-16;Heisenberg, Werner (1901-1976);Kossel, Walther (1888-1956)
1950-02-08;"Hahn, Otto (1879-1968); Max-Planck-Gesellschaft zur Förderung der Wissenschaften (1948-)";"Fischer, Erich (1910-1969); Max-Planck-Institut für Physik (1946-1958)"
1950-02-12;"Fischer, Erich (1910-1969); Kaiser-Wilhelm-Institut für Physikalische Forschung (1917-1945)";"Hahn, Otto (1879-1968); Max-Planck-Gesellschaft zur Förderung der Wissenschaften (1948-)"
1950-05-31;Fischer, Erich (1910-1969);Heisenberg, Werner (1901-1976)
1950-11-14;"Fischer, Erich (1910-1969); Forschungsstelle für Spektroskopie (1950-1964)";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1950-11-21;Heisenberg, Werner (1901-1976);Fischer, Erich (1910-1969)
1950-12-02;"Fischer, Erich (1910-1969); Forschungsstelle für Spektroskopie (1950-1964)";Heisenberg, Werner (1901-1976)
1950-12-04;Heisenberg, Werner (1901-1976);Fischer, Erich (1910-1969)
1950-12-08;Fischer, Erich (1910-1969);Heisenberg, Werner (1901-1976)
1950-12-18;"Bonhoeffer, Karl F. (1899-1957); Max-Planck-Institut für Physikalische Chemie (1949-)";Heisenberg, Werner (1901-1976)
1950-12-27;Ferrell, Richard A.;Heisenberg, Werner (1901-1976)
1950-12-23;Ferrell, Richard A.;Heisenberg, Werner (1901-1976)
1950-10-11;Ferrell, Richard A.;Heisenberg, Werner (1901-1976)
1950-10-02;Ferrell, Richard A.;Heisenberg, Werner (1901-1976)
1950-07-28;"Foster, John Stuart (1890-1964); McGill University (1821-)";Heisenberg, Werner (1901-1976)
1950-06-17;"Foster, John Stuart (1890-1964); McGill University (1821-)";Heisenberg, Werner (1901-1976)
1950-06-12;Heisenberg, Werner (1901-1976);"Foster, John Stuart (1890-1964); McGill University (1821-)"
1950-05-30;"Foster, John Stuart (1890-1964); McGill University (1821-)";Heisenberg, Werner (1901-1976)
1950-05-24;Heisenberg, Werner (1901-1976);"Foster, John Stuart (1890-1964); McGill University (1821-)"
1950-05-01;"Foster, John Stuart (1890-1964); McGill University (1821-)";Heisenberg, Werner (1901-1976)
1948-06-14;Heisenberg, Werner (1901-1976);Unbekannt
1948-06-01;Unbekannt;"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1950-07-17;Heisenberg, Werner (1901-1976);Unbekannt
1950-07-09;Unbekannt;"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1950-12-05;Heisenberg, Werner (1901-1976);"George, E. P.; Birkbeck College"
1950-11-14;"George, E. P.; Birkbeck College";Heisenberg, Werner (1901-1976)
1949-10-28;Heisenberg, Werner (1901-1976);"George, E. P.; Birkbeck College"
1949-10-16;"George, E. P.; Birkbeck College";Heisenberg, Werner (1901-1976)
1949-07-19;Heisenberg, Werner (1901-1976);"George, E. P.; Birkbeck College"
1949-07-07;"George, E. P.; Birkbeck College";"Heisenberg, Werner (1901-1976); Georg-August-Universität Göttingen (1737-)"
1948-03-19;"Gerngross, Otto (1882-1966); Ankara Üniversitesi (1946-)";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1947-12-21;"Gerngross, Otto (1882-1966); Ankara Üniversitesi (1946-)";"Heisenberg, Werner (1901-1976); Kaiser-Wilhelm-Institut für Physikalische Forschung (1917-1945)"
1947-11-11;Heisenberg, Werner (1901-1976);"Gerngross, Otto (1882-1966); Ankara Üniversitesi (1946-)"
1947-10-11;"Gerngross, Otto (1882-1966); Ankara Üniversitesi (1946-)";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1950-10-25;Heisenberg, Werner (1901-1976);Unbekannt
1950-10-17;Unbekannt;Heisenberg, Werner (1901-1976)
1950-08-23;Giese, Annemarie;Gleissberg, Wolfgang (1903-1986)
1950-06-17;"Grad, Harold; New York University (1894-)";Heisenberg, Werner (1901-1976)
1948-02-20;Brookhaven National Laboratory (1947-);"Heisenberg, Werner (1901-1976); Georg-August-Universität Göttingen (1737-)"
1950-07-12;"Goldstine, Herman H. (1913-2004); Princeton University (1896-)";"Heisenberg, Werner (1901-1976); Georg-August-Universität Göttingen (1737-)"
1950-12-22;Heisenberg, Werner (1901-1976) [vermutlich];"Graves, L. M.; University of Chicago (1857-)"
1950-11-14;Heisenberg, Werner (1901-1976) [vermutlich];"Graves, L. M.; University of Chicago (1857-)"
1950-11-08;Graves, L. M.;"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1949-09-22;"Greinacher, Heinrich; Universität Bern (1834-)";"Heisenberg, Werner (1901-1976); Georg-August-Universität Göttingen (1737-)"
1950-04-05;Heisenberg, Werner (1901-1976);Unbekannt
1950-11-24;"Giese, Annemarie; Max-Planck-Institut für Physik (1946-1958)";Grunert, Georg
1947-10-06;Max-Planck-Institut für Physik. Direktion. Sekretariat;"Guggenheim, Edward A.; University of Reading"
1947-01-10;"Guggenheim, Edward A.; University of Reading";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1948-06-04;"Pippard, A. B. (1920-2008); Cavendish Laboratory (1873-)";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik und Astrophysik (1958-1991)"
1947-11-14;"Pippard, A. B. (1920-2008); The Royal Society Mond Laboratory";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1947-06-09;Heisenberg, Werner (1901-1976);"Pippard, A. B. (1920-2008); The Royal Society Mond Laboratory (1932-)"
1947-04-28;"Pippard, A. B. (1920-2008); The Royal Society Mond Laboratory (1932-)";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1950-06-02;Heisenberg, Werner (1901-1976);Quincke, Hermann
1950-05-21;"Quincke, Hermann; Deutsches Krankenhaus (Istanbul)";Heisenberg, Werner (1901-1976)
1950-03-15;"Quincke, Hermann; Deutsches Krankenhaus (Istanbul)";Heisenberg, Werner (1901-1976)
1949-05-10;"Rankama, Kalervo (1913-); University of Chicago (1857-)";Max-Planck-Institut für Physik (1946-1958)
1950-09-24;MacDonald College;Heisenberg, Werner (1901-1976)
1948-12-03;"Rhine, Joseph B. (1895-); Duke University (1924-)";"Heisenberg, Werner (1901-1976); Georg-August-Universität Göttingen (1737-)"
1949;"Rice, Oscar K. (1903-1978); University of North Carolina at Chapel Hill (1795-)";Heisenberg, Werner (1901-1976)
1950-03-25;Heisenberg, Werner (1901-1976);Rivier, Dominique
1950-03-17;Rivier, Dominique;"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1950-03-01;"Giese, Annemarie; Max-Planck-Institut für Physik. Direktion. Sekretariat";Rivier, Dominique
1950-02-23;Rivier, Dominique;"Heisenberg, Werner (1901-1976); Georg-August-Universität Göttingen (1737-)"
1948-01-05;Heisenberg, Werner (1901-1976);"Roberts, Sydney C.; Cambridge University Press (1583-)"
1947-12-24;"Roberts, Sydney C.; Cambridge University Press (1583-)";"Heisenberg, Werner (1901-1976); Fraser, Ronald G. J. (1899-1985)"
1950-06-26;The Rockefeller Foundation;Heisenberg, Werner (1901-1976)
1950-01-07;"Hügel, Käte; Max-Planck-Institut für Physik. Direktion. Sekretariat";"Roesler, Frank; Technische Hochschule Graz (-1934)"
1949-12-06;"Roesler, Frank; Technische Hochschule Graz (-1934)";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1949-11-28;Heisenberg, Werner (1901-1976);"Roesler, Frank; Technische Hochschule Graz (-1934)"
1949-11-02;"Roesler, Frank; Technische Hochschule Graz (-1934)";"Heisenberg, Werner (1901-1976); Dieterich'sche Verlagsbuchhandlung (Wiesbaden) (1946-)"
1950-06-05;Gebrüder Ruhstrat (Göttingen);"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1950-10-19;Heisenberg, Werner (1901-1976);"Seeger, Raymond J.; University of Maryland (College Park, Md.)"
1950-09-26;"Seeger, Raymond J.; University of Maryland (College Park, Md.)";"Courant, Richard (1888-1972); New York University. Institute for Mathematics and Mechanics (1946-1953)"
1946-07-02;Heisenberg, Werner (1901-1976);Sommerfeld, Arnold (1868-1951)
1946-03-04;"Sommerfeld, Arnold (1868-1951); Ludwig-Maximilians-Universität München (1826-)";"Heisenberg, Werner (1901-1976); Georg-August-Universität Göttingen (1737-)"
1946-07-05;"Sommerfeld, Arnold (1868-1951); Institut für Theoretische Physik (München)";Heisenberg, Werner (1901-1976)
1946-07-19;"Sommerfeld, Arnold (1868-1951); Institut für Theoretische Physik (München)";Heisenberg, Werner (1901-1976)
1946-07-25;Heisenberg, Werner (1901-1976);Sommerfeld, Arnold (1868-1951)
1947-02-23;Sommerfeld, Arnold (1868-1951);Heisenberg, Werner (1901-1976)
1947-08-01;"Sommerfeld, Arnold (1868-1951); Institut für Theoretische Physik (München)";Heisenberg, Werner (1901-1976)
1947-09-24;"Sommerfeld, Arnold (1868-1951); Institut für Theoretische Physik (München)";Heisenberg, Werner (1901-1976)
1948-02-24;Sommerfeld, Arnold (1868-1951);Heisenberg, Werner (1901-1976)
1948-10-31;Sommerfeld, Arnold (1868-1951);Heisenberg, Werner (1901-1976)
1948-03-31;Heisenberg, Werner (1901-1976);Sommerfeld, Arnold (1868-1951)
1948-01-15;Sommerfeld, Arnold (1868-1951);Heisenberg, Werner (1901-1976)
1949-03-02;Sommerfeld, Arnold (1868-1951);Heisenberg, Werner (1901-1976)
1949-05-23;Heisenberg, Werner (1901-1976);Sommerfeld, Arnold (1868-1951)
1949-05-27;Sommerfeld, Arnold (1868-1951);Heisenberg, Werner (1901-1976)
1950-12-22;Supek, Ivan (1915-2007);Heisenberg, Werner (1901-1976)
1950-11-10;Heisenberg, Werner (1901-1976);"Supek, Ivan (1915-2007); Sveučiliste u Zagrebu. Prirodoslovno-matematički fakultet"
1950-10-28;"Supek, Ivan (1915-2007); Sveučiliste u Zagrebu. Prirodoslovno-matematički fakultet";Heisenberg, Werner (1901-1976)
1949;Supek, Ivan (1915-2007);Heisenberg, Werner (1901-1976)
1949-10-12;Heisenberg, Werner (1901-1976);"Supek, Ivan (1915-2007); Sveučiliste u Zagrebu. Prirodoslovno-matematički fakultet"
1948-05-28;Heisenberg, Werner (1901-1976);Supek, Ivan (1915-2007)
1948-05-01;Supek, Ivan (1915-2007);Heisenberg, Werner (1901-1976)
1945-05-06;Heisenberg, Werner (1901-1976);Schumacher, Fritz (1869-1947)
1947-10-13;Heisenberg, Werner (1901-1976);"Schrödinger, Erwin (1887-1961); Dublin Institute for Advanced Studies"
